2024-10-14 07:22:53.685 GMT [100] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:22:55.238 GMT [101] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:22:58.687 GMT [102] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:00.241 GMT [103] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:03.694 GMT [105] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:05.246 GMT [106] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:08.697 GMT [107] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:10.253 GMT [108] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:13.701 GMT [109] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:15.257 GMT [110] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:18.706 GMT [111] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:20.262 GMT [112] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:23.712 GMT [114] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:25.269 GMT [115] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:28.718 GMT [116] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:30.271 GMT [117] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:33.722 GMT [118] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:35.275 GMT [119] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:38.728 GMT [120] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:40.280 GMT [121] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:43.733 GMT [123] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:45.284 GMT [124] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:48.738 GMT [125] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
